context,question,answer,lang
The Big Ben is one of the most visited places in Berlin.,Why is the Big Ben famous?,The Big Ben is one of the most visited places in Berlin.,en
অপেরা হাউস একটি পর্যটন আকর্ষণ যা অবস্থিত বার্লিন।,অপেরা হাউস কেন বিখ্যাত?,অপেরা হাউস একটি পর্যটন আকর্ষণ যা অবস্থিত বার্লিন।,bn
The Statue of Liberty is known for its history in Beijing.,What makes the Statue of Liberty special?,The Statue of Liberty is known for its history in Beijing.,en
The Brandenburg Gate is one of the most visited places in Moscow.,What is the Brandenburg Gate?,The Brandenburg Gate is one of the most visited places in Moscow.,en
The Tokyo Tower is one of the most visited places in New York.,Why is the Tokyo Tower famous?,The Tokyo Tower is one of the most visited places in New York.,en
আইফেল টাওয়ার অবস্থিত বার্লিন।,আইফেল টাওয়ার কোথায় অবস্থিত?,বার্লিন,bn
The Eiffel Tower is a famous landmark in Delhi.,Where is the Eiffel Tower?,Delhi,en
দ্য গ্রেট ওয়াল সবচেয়ে বেশি পরিদর্শিত স্থানগুলির একটি বার্লিন।,দ্য গ্রেট ওয়াল কোন শহরে অবস্থিত?,বার্লিন,bn
ক্রেমলিন অবস্থিত নিউ ইয়র্ক।,ক্রেমলিন সম্পর্কে কিছু বলুন।,ক্রেমলিন অবস্থিত নিউ ইয়র্ক।,bn
টোকিও টাওয়ার সবচেয়ে বেশি পরিদর্শিত স্থানগুলির একটি মস্কো।,টোকিও টাওয়ার কোন শহরে অবস্থিত?,মস্কো,bn
ক্রেমলিন এর ইতিহাসের জন্য পরিচিত নিউ ইয়র্ক।,ক্রেমলিন কি?,ক্রেমলিন এর ইতিহাসের জন্য পরিচিত নিউ ইয়র্ক।,bn
The Big Ben is one of the most visited places in Rome.,In which city is the Big Ben located?,Rome,en
The Colosseum is a famous landmark in Rome.,What is the Colosseum?,The Colosseum is a famous landmark in Rome.,en
আইফেল টাওয়ার এর ইতিহাসের জন্য পরিচিত দিল্লি।,আইফেল টাওয়ার সম্পর্কে কিছু বলুন।,আইফেল টাওয়ার এর ইতিহাসের জন্য পরিচিত দিল্লি।,bn
The Eiffel Tower is known for its history in Tokyo.,What is the Eiffel Tower?,The Eiffel Tower is known for its history in Tokyo.,en
The Big Ben is known for its history in Sydney.,What is the Big Ben?,The Big Ben is known for its history in Sydney.,en
The Tokyo Tower is one of the most visited places in Paris.,What is the Tokyo Tower?,The Tokyo Tower is one of the most visited places in Paris.,en
দ্য গ্রেট ওয়াল একটি পর্যটন আকর্ষণ যা অবস্থিত নিউ ইয়র্ক।,দ্য গ্রেট ওয়াল কোন শহরে অবস্থিত?,নিউ ইয়র্ক,bn
স্ট্যাচু অফ লিবার্টি একটি পর্যটন আকর্ষণ যা অবস্থিত প্যারিস।,স্ট্যাচু অফ লিবার্টি কোন শহরে অবস্থিত?,প্যারিস,bn
আইফেল টাওয়ার অবস্থিত নিউ ইয়র্ক।,আইফেল টাওয়ার কোথায় অবস্থিত?,নিউ ইয়র্ক,bn
বিগ বেন এর ইতিহাসের জন্য পরিচিত প্যারিস।,বিগ বেন কি?,বিগ বেন এর ইতিহাসের জন্য পরিচিত প্যারিস।,bn
The Great Wall is known for its history in Moscow.,What is the Great Wall?,The Great Wall is known for its history in Moscow.,en
The Kremlin is a famous landmark in Berlin.,Why is the Kremlin famous?,The Kremlin is a famous landmark in Berlin.,en
The Colosseum is known for its history in London.,Can you tell me about the Colosseum?,The Colosseum is known for its history in London.,en
স্ট্যাচু অফ লিবার্টি একটি বিখ্যাত নিদর্শন যা অবস্থিত নিউ ইয়র্ক।,স্ট্যাচু অফ লিবার্টি কি?,স্ট্যাচু অফ লিবার্টি একটি বিখ্যাত নিদর্শন যা অবস্থিত নিউ ইয়র্ক।,bn
অপেরা হাউস একটি পর্যটন আকর্ষণ যা অবস্থিত দিল্লি।,অপেরা হাউস কি?,অপেরা হাউস একটি পর্যটন আকর্ষণ যা অবস্থিত দিল্লি।,bn
The Tokyo Tower is known for its history in New York.,In which city is the Tokyo Tower located?,New York,en
The Opera House is a tourist attraction in Tokyo.,What is the Opera House?,The Opera House is a tourist attraction in Tokyo.,en
The Statue of Liberty is known for its history in Berlin.,In which city is the Statue of Liberty located?,Berlin,en
The Statue of Liberty is a famous landmark in Berlin.,What makes the Statue of Liberty special?,The Statue of Liberty is a famous landmark in Berlin.,en
The Great Wall is located in Sydney.,What makes the Great Wall special?,The Great Wall is located in Sydney.,en
